timestamp,current
0.10572266578674316,0.03195782
0.31014370918273926,0.03195782
0.5168612003326416,0.03195782
0.7414071559906006,0.03195782
0.9473683834075928,0.03196242
1.152723789215088,0.03196242
1.357740879058838,0.03196242
1.5627939701080322,0.03196242
1.7657556533813477,0.03196242
2.0068423748016357,0.03196518
2.215167760848999,0.03196518
2.4202961921691895,0.03196518
2.625983238220215,0.03196518
2.890949249267578,0.03195862
3.0966060161590576,0.03195862
3.3010120391845703,0.03195862
3.5068600177764893,0.03195862
3.721280336380005,0.03195862
3.9472923278808594,0.03195422
4.152304649353027,0.03195422
4.360955715179443,0.03195422
4.570467710494995,0.03195422
4.786786079406738,0.03195422
4.9935407638549805,0.03196972
5.200915575027466,0.03196972
5.414674758911133,0.03196972
5.621342897415161,0.03196972
5.89675498008728,0.03197437
6.103934288024902,0.03197437
6.308483123779297,0.03197437
6.512121200561523,0.03197437
6.73567533493042,0.03197437
6.941272974014282,0.03196028
7.147712707519531,0.03196028
7.3594136238098145,0.03196028
7.570394992828369,0.03196028
7.7757885456085205,0.03196028
7.991511344909668,0.03196807
8.198105335235596,0.03196807
8.40538501739502,0.03196807
8.611952066421509,0.03196807
8.889298439025879,0.03199241
9.093932151794434,0.03199241
9.300464630126953,0.03199241
9.506263971328735,0.03199241
9.712291717529297,0.03199241
9.939351797103882,0.03200365
