timestamp,current
0.11278915405273438,0.03163038
0.33047962188720703,0.03163038
0.5470883846282959,0.03224225
0.7661788463592529,0.03224225
0.9853131771087646,0.03224225
1.2026984691619873,0.03224225
1.4389801025390625,0.0322201
1.658778190612793,0.0322201
1.8786749839782715,0.0322201
2.09871244430542,0.0322201
2.3044867515563965,0.0322201
2.521786689758301,0.03213754
2.7415883541107178,0.03213754
2.959895133972168,0.03213754
3.1804027557373047,0.03213754
3.3991200923919678,0.03213754
3.618919849395752,0.03221435
3.8380467891693115,0.03221435
4.055383920669556,0.03221435
4.274296283721924,0.03221435
4.492727279663086,0.03218853
4.71263313293457,0.03218853
4.929036617279053,0.03218853
5.144482612609863,0.03218853
5.36135458946228,0.03218853
5.577428579330444,0.03224347
5.7826008796691895,0.03224347
6.00039267539978,0.03224347
6.218942880630493,0.03224347
6.4344093799591064,0.03224347
6.652430295944214,0.03224447
6.870919227600098,0.03224447
7.0877556800842285,0.03224447
7.292864084243774,0.03224447
7.510751247406006,0.03221835
7.71624493598938,0.03221835
7.93505597114563,0.03221835
8.152831792831421,0.03221835
8.371034860610962,0.03221835
8.587891101837158,0.03224238
8.792866945266724,0.03224238
9.011263608932495,0.03224238
9.229114055633545,0.03224238
9.445832967758179,0.03224238
9.66512393951416,0.03220576
9.882746934890747,0.03220576
10.101754665374756,0.03220576
