timestamp,current
0.10902810096740723,0.03048592
0.32845640182495117,0.03147059
0.5459365844726562,0.03147059
0.7621169090270996,0.03147059
0.9803245067596436,0.03147059
1.194683313369751,0.03147059
1.4043049812316895,0.03147833
1.6113924980163574,0.03147833
1.8240046501159668,0.03147833
2.045872926712036,0.03147833
2.2527787685394287,0.03147833
2.4630143642425537,0.03146715
2.673861503601074,0.03146715
2.881741523742676,0.03146715
3.0901455879211426,0.03146715
3.2986268997192383,0.03147672
3.516749858856201,0.03147672
3.7361950874328613,0.03147672
3.952327013015747,0.03147672
4.1713173389434814,0.03147672
4.389766216278076,0.03145541
4.610205888748169,0.03145541
4.828623294830322,0.03145541
5.0481791496276855,0.03145541
5.267741680145264,0.03145541
5.4870336055755615,0.03145173
5.705961465835571,0.03145173
5.92358922958374,0.03145173
6.140394449234009,0.03145173
6.356758117675781,0.03147066
6.575390577316284,0.03147066
6.793317079544067,0.03147066
7.010480642318726,0.03147066
7.230013370513916,0.03147066
7.445598602294922,0.0314507
7.664139986038208,0.0314507
7.897662162780762,0.0314507
8.116154670715332,0.0314507
8.396356344223022,0.03145656
8.615692138671875,0.03145656
8.83271837234497,0.03145656
9.051218271255493,0.03145656
9.299296379089355,0.03145228
9.513193845748901,0.03145228
9.71927547454834,0.03145228
9.924394607543945,0.03145228
